Model,Year,Mileage,V_engine,EngineType,HorsePower,Selector,Color,CarBodyType,Drive,Price
"Mercedes-Benz E-Класс 400 V (W213, S213, C238)",2016,58536.0,3.0,Бензин,333.0,автомат,белый,седан,полный,3170000.0
Mitsubishi Outlander III Рестайлинг 3,2021,0.0,2.0,Бензин,146.0,вариатор,Instyle,внедорожник 5 дв.,полный,1746550.0
BMW X3 30d xDrive II (F25) Рестайлинг,2015,60852.0,3.0,Дизель,249.0,автомат,белый,внедорожник 5 дв.,полный,2450000.0
BMW X3 20d xDrive II (F25) Рестайлинг,2014,68154.0,2.0,Дизель,190.0,автомат,чёрный,внедорожник 5 дв.,полный,1790000.0
Mitsubishi Outlander III Рестайлинг 3,2021,0.0,2.0,Бензин,146.0,вариатор,Intense+,внедорожник 5 дв.,полный,1770500.0
Hyundai Solaris I,2013,106577.0,1.4,Бензин,107.0,механика,чёрный,хэтчбек 5 дв.,передний,480000.0
SsangYong Actyon II,2011,108000.0,2.0,Дизель,149.0,автомат,чёрный,внедорожник 5 дв.,полный,609000.0
Audi A3 III (8V),2014,146650.0,1.4,Бензин,125.0,робот,чёрный,седан,передний,900000.0
Porsche Cayenne S III,2018,66485.0,2.9,Бензин,440.0,автомат,синий,внедорожник 5 дв.,полный,7100000.0
Mercedes-Benz CLS 350 d III (C257) Рестайлинг,2021,10615.0,2.9,Дизель,249.0,автомат,синий,седан,полный,6497000.0
BMW 5 серии 520i VII (G30/G31),2020,2000.0,2.0,Бензин,184.0,автомат,чёрный,седан,задний,3000000.0
Mitsubishi Outlander III Рестайлинг 3,2021,0.0,2.0,Бензин,146.0,вариатор,Invite,внедорожник 5 дв.,полный,1667000.0
Mercedes-Benz GLS 350 d I (X166),2017,213192.0,3.0,Дизель,249.0,автомат,синий,внедорожник 5 дв.,полный,3750000.0
Kia Sportage III,2012,210418.0,2.0,Бензин,150.0,автомат,красный,внедорожник 5 дв.,полный,1029000.0
Mitsubishi Outlander III Рестайлинг 3,2021,0.0,2.4,Бензин,167.0,вариатор,Instyle,внедорожник 5 дв.,полный,1993500.0
"Mercedes-Benz E-Класс 200 V (W213, S213, C238) Рестайлинг",2021,1033.0,2.0,Бензин,197.0,автомат,белый,купе,полный,5497000.0
Lexus RX 300 IV,2019,37178.0,2.0,Бензин,238.0,автомат,чёрный,внедорожник 5 дв.,полный,3765000.0
BMW X4 20i II (G02),2019,40900.0,2.0,Бензин,184.0,автомат,синий,внедорожник 5 дв.,полный,3275000.0
Renault Sandero I,2011,168624.0,1.6,Бензин,84.0,механика,красный,хэтчбек 5 дв.,передний,520000.0
Mitsubishi Outlander III Рестайлинг 3,2021,0.0,2.4,Бензин,167.0,вариатор,Ultimate,внедорожник 5 дв.,полный,2093500.0
Hyundai ix35 I Рестайлинг,2014,87894.0,2.0,Бензин,150.0,автомат,белый,внедорожник 5 дв.,передний,1329000.0
Audi Q7 II (4M),2017,67281.0,3.0,Бензин,333.0,автомат,серый,внедорожник 5 дв.,полный,4350000.0
Great Wall Hover H5,2013,80000.0,2.0,Дизель,143.0,автомат,серебристый,внедорожник 5 дв.,полный,619000.0
Citroen C4 II,2013,149701.0,1.6,Бензин,150.0,автомат,серебристый,седан,передний,650000.0
Mitsubishi Lancer X,2008,81722.0,1.8,Бензин,143.0,вариатор,синий,седан,передний,720000.0
Mitsubishi Outlander III Рестайлинг 3,2021,0.0,2.0,Бензин,146.0,вариатор,Invite,внедорожник 5 дв.,передний,1612500.0
Hyundai Santa Fe IV,2020,41997.0,3.5,Бензин,249.0,автомат,белый,внедорожник 5 дв.,полный,3170000.0
Volkswagen Caravelle T6,2019,46348.0,2.0,Дизель,140.0,робот,белый,минивэн,передний,3590000.0
Volvo XC90 II,2017,79228.0,2.0,Дизель,235.0,автомат,бежевый,внедорожник 5 дв.,полный,3820000.0
BMW X3 20d I (E83) Рестайлинг,2009,163153.0,2.0,Дизель,177.0,автомат,чёрный,внедорожник 5 дв.,полный,800000.0
Mercedes-Benz C-Класс 200 III (W204),2007,189558.0,1.8,Бензин,184.0,автомат,чёрный,седан,задний,680000.0
Mitsubishi Outlander III Рестайлинг 3,2021,0.0,2.0,Бензин,146.0,вариатор,Intense+,внедорожник 5 дв.,полный,1855050.0
Kia Rio III Рестайлинг,2016,69994.0,1.6,Бензин,123.0,автомат,серебристый,седан,передний,725000.0
Subaru Forester III Рестайлинг,2011,230025.0,2.0,Бензин,150.0,механика,синий,внедорожник 5 дв.,полный,880000.0
Suzuki Swift AMT III,2008,59041.0,1.3,Бензин,92.0,робот,голубой,хэтчбек 5 дв.,передний,490000.0
Mitsubishi Outlander III Рестайлинг 3,2021,0.0,2.0,Бензин,146.0,вариатор,Inform,внедорожник 5 дв.,передний,1474900.0
Subaru Forester I,1998,242731.0,2.0,Бензин,138.0,автомат,серый,универсал 5 дв.,полный,339000.0
Ford Tourneo Connect I Рестайлинг,2009,126238.0,1.8,Дизель,90.0,механика,серый,минивэн,передний,545000.0
"Toyota Corolla XI (E160, E170)",2015,118000.0,1.6,Бензин,122.0,вариатор,белый,седан,передний,1140000.0
Volvo XC60 II,2020,4077.0,2.0,Бензин,249.0,автомат,серый,внедорожник 5 дв.,полный,4449000.0
Audi Q7 II (4M),2017,67281.0,3.0,Бензин,333.0,автомат,серый,внедорожник 5 дв.,полный,4350000.0
BMW 3 серии 320d xDrive VII (G2x),2021,0.0,2.0,Дизель,190.0,автомат,320d xDrive M Sport Pro,седан,полный,3830000.0
Hyundai Santa Fe IV,2020,41997.0,3.5,Бензин,249.0,автомат,белый,внедорожник 5 дв.,полный,3170000.0
BMW X6 30d I (E71),2012,135685.0,3.0,Дизель,245.0,автомат,чёрный,внедорожник 5 дв.,полный,1950000.0
BMW 3 серии 318d VII (G2x),2021,0.0,2.0,Дизель,150.0,автомат,318d Sport Line Edition 21,седан,задний,3384100.0
Mercedes-Benz C-Класс 200 III (W204),2007,189558.0,1.8,Бензин,184.0,автомат,чёрный,седан,задний,680000.0
Kia Rio III Рестайлинг,2016,69994.0,1.6,Бензин,123.0,автомат,серебристый,седан,передний,725000.0
Skoda Kodiaq I,2019,29685.0,2.0,Дизель,150.0,робот,серебристый,внедорожник 5 дв.,полный,2630000.0
Subaru Forester III Рестайлинг,2011,230025.0,2.0,Бензин,150.0,механика,синий,внедорожник 5 дв.,полный,880000.0
Skoda Rapid I Рестайлинг,2018,93045.0,1.6,Бензин,110.0,автомат,красный,лифтбек,передний,990427.0
Lexus RX 270 III Рестайлинг,2014,78371.0,2.7,Бензин,188.0,автомат,серебристый,внедорожник 5 дв.,передний,2149000.0
Skoda Octavia III (A7) Рестайлинг,2020,62754.0,1.6,Бензин,110.0,автомат,белый,лифтбек,передний,1245000.0
Mitsubishi Outlander III Рестайлинг 3,2021,0.0,2.0,Бензин,146.0,вариатор,Intense+,внедорожник 5 дв.,полный,1875000.0
"Mercedes-Benz E-Класс 200 V (W213, S213, C238)",2017,92700.0,2.0,Бензин,184.0,автомат,зелёный,купе,задний,2800000.0
Kia Sorento III Prime Рестайлинг,2020,21891.0,2.2,Дизель,200.0,автомат,серый,внедорожник 5 дв.,полный,3200000.0
Mitsubishi Outlander III Рестайлинг 3,2021,0.0,2.0,Бензин,146.0,вариатор,Instyle,внедорожник 5 дв.,полный,1766500.0
Mazda 6 III (GJ) Рестайлинг 2,2020,18877.0,2.0,Бензин,150.0,автомат,чёрный,седан,передний,2345427.0
Audi Q7 II (4M),2017,77309.0,3.0,Дизель,249.0,автомат,чёрный,внедорожник 5 дв.,полный,3874000.0
Skoda Octavia III (A7) Рестайлинг,2020,17318.0,1.6,Бензин,110.0,автомат,белый,лифтбек,передний,1880000.0
Chevrolet Orlando I,2014,54208.0,2.0,Дизель,163.0,автомат,чёрный,компактвэн,передний,1350000.0
Mitsubishi Outlander III Рестайлинг 3,2021,0.0,2.0,Бензин,146.0,вариатор,Intense+,внедорожник 5 дв.,полный,1875000.0
Mercedes-Benz GLE AMG 63 AMG S II (V167),2021,125.0,4.0,Бензин,612.0,автомат,чёрный,внедорожник 5 дв.,полный,12494000.0
BMW 5 серии 520d xDrive VII (G30/G31),2019,48710.0,2.0,Дизель,190.0,автомат,серый,седан,полный,3350000.0
Mitsubishi Outlander III Рестайлинг 2,2017,86604.0,2.0,Бензин,146.0,вариатор,серый,внедорожник 5 дв.,полный,1500000.0
Mitsubishi Outlander III Рестайлинг 3,2021,0.0,2.4,Бензин,167.0,вариатор,Ultimate,внедорожник 5 дв.,полный,2093500.0
Volkswagen Polo V Рестайлинг,2019,205223.0,1.6,Бензин,110.0,автомат,белый,седан,передний,695000.0
Mitsubishi Pajero Sport II Рестайлинг,2014,220550.0,2.5,Дизель,178.0,автомат,коричневый,внедорожник 5 дв.,полный,1450000.0
Ford EcoSport I,2015,19180.0,1.6,Бензин,122.0,робот,чёрный,внедорожник 5 дв.,передний,995000.0
Renault Sandero I,2011,168624.0,1.6,Бензин,84.0,механика,красный,хэтчбек 5 дв.,передний,520000.0
Mitsubishi Outlander III Рестайлинг,2014,145521.0,2.4,Бензин,167.0,вариатор,белый,внедорожник 5 дв.,полный,1165000.0
BMW X5 40i IV (G05),2020,16343.0,3.0,Бензин,340.0,автомат,синий,внедорожник 5 дв.,полный,5861000.0
Mitsubishi Pajero IV Рестайлинг 2,2015,82249.0,3.0,Бензин,178.0,автомат,коричневый,внедорожник 5 дв.,полный,2140000.0
Mitsubishi Outlander III Рестайлинг 3,2021,0.0,2.0,Бензин,146.0,вариатор,Instyle,внедорожник 5 дв.,полный,1746550.0
Ford Focus III,2012,113369.0,1.6,Бензин,105.0,робот,чёрный,седан,передний,505000.0
Ford Focus II Рестайлинг,2010,198946.0,1.6,Бензин,100.0,механика,серебристый,хэтчбек 5 дв.,передний,369000.0
Ford Focus III,2012,113369.0,1.6,Бензин,105.0,робот,чёрный,седан,передний,505000.0
Mitsubishi Outlander III Рестайлинг 3,2021,0.0,2.0,Бензин,146.0,вариатор,Intense+,внедорожник 5 дв.,полный,1875000.0
Ford Focus II Рестайлинг,2010,198946.0,1.6,Бензин,100.0,механика,серебристый,хэтчбек 5 дв.,передний,369000.0
Mitsubishi Outlander II,2008,169264.0,2.4,Бензин,170.0,вариатор,серый,внедорожник 5 дв.,полный,777000.0
Mitsubishi Outlander III Рестайлинг 3,2021,0.0,2.4,Бензин,167.0,вариатор,Ultimate,внедорожник 5 дв.,полный,2093500.0
BMW X5 35i III (F15),2015,137494.0,3.0,Бензин,306.0,автомат,белый,внедорожник 5 дв.,полный,2480000.0
Ford S-MAX I,2008,178453.0,2.0,Бензин,145.0,механика,белый,минивэн,передний,590000.0
Skoda Octavia II (A5) Рестайлинг,2011,88986.0,1.8,Бензин,152.0,механика,серый,универсал 5 дв.,полный,1060000.0
Nissan X-Trail III,2015,126081.0,2.0,Бензин,144.0,вариатор,серебристый,внедорожник 5 дв.,полный,1490000.0
Mazda CX-5 II,2020,17208.0,2.0,Бензин,150.0,автомат,коричневый,внедорожник 5 дв.,полный,2497000.0
Ford Focus III,2013,183862.0,1.6,Бензин,105.0,механика,чёрный,хэтчбек 5 дв.,передний,560000.0
Mitsubishi Outlander III Рестайлинг 3,2021,0.0,2.0,Бензин,146.0,вариатор,Instyle,внедорожник 5 дв.,полный,1746550.0
Chevrolet Cruze I Рестайлинг,2013,167259.0,1.8,Бензин,141.0,автомат,серый,универсал 5 дв.,передний,700000.0
Kia Rio X-Line IV,2019,78800.0,1.6,Бензин,123.0,автомат,чёрный,хэтчбек 5 дв.,передний,1189000.0
Hyundai Solaris I Рестайлинг,2016,336296.0,1.4,Бензин,107.0,механика,серебристый,седан,передний,455000.0
BMW 3 серии 320i VI (F3x),2013,182046.0,2.0,Бензин,184.0,автомат,белый,седан,задний,1230000.0
Mitsubishi Outlander III Рестайлинг 3,2021,0.0,2.4,Бензин,167.0,вариатор,Instyle,внедорожник 5 дв.,полный,1993500.0
Volkswagen Polo V,2011,79271.0,1.4,Бензин,85.0,механика,чёрный,хэтчбек 5 дв.,передний,610000.0
